Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,B365H,B365D,B365A,BWH,BWD,BWA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,TotalGoals,FTRodds_feedback,Goalsodds_feedback,Day,Month,Year,Day_of_week,Temperature,Precipitation,WeatherCode,Weather,HomePosition,AwayPosition
2025-05-18,Lecce,Torino,,,,2024/2025,2.0,3.5,3.0,2.1,3.4,2.9,2.2,3.6,3.1,2.1,3.5,3.0,1.9,2.1,2.0,2.2,1.95,2.15,,,,18,5,2025,Sunday,,,,Unknown,20,10
