Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BWH,BWD,BWA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365>2.5,B365<2.5,Max<2.5,Max>2.5,Avg<2.5,Avg>2.5,WeekDay,Season
13/01/2024,Genoa,Torino,0,0,D,2.9,3.0,2.63,2.9,2.95,2.65,3.1,3.11,2.76,2.94,2.97,2.69,2.7,1.44,1.5,2.82,1.47,2.69,5,2023/2024
26/01/2024,Cagliari,Torino,1,2,A,3.5,3.2,2.2,3.5,3.1,2.2,3.75,3.25,2.32,3.56,3.17,2.23,2.4,1.53,1.64,2.56,1.58,2.42,4,2023/2024
04/02/2024,Torino,Salernitana,0,0,D,1.5,4.0,7.5,1.47,4.1,7.5,1.55,4.33,7.8,1.5,4.12,7.28,2.15,1.67,1.75,2.25,1.7,2.15,6,2023/2024
10/02/2024,Sassuolo,Torino,1,1,D,3.4,3.3,2.2,3.25,3.3,2.2,3.5,3.52,2.29,3.33,3.35,2.25,2.05,1.75,1.82,2.16,1.78,2.05,5,2023/2024
16/02/2024,Torino,Lecce,2,0,H,1.8,3.4,4.75,1.83,3.4,4.6,1.87,3.62,5.17,1.82,3.44,4.9,2.25,1.62,1.68,2.48,1.62,2.33,4,2023/2024
22/02/2024,Torino,Lazio,0,2,A,2.4,2.9,3.25,2.45,2.95,3.2,2.55,3.1,3.41,2.47,2.94,3.29,2.7,1.44,1.5,2.79,1.47,2.67,3,2023/2024
26/02/2024,Roma,Torino,3,2,H,1.91,3.25,4.5,1.93,3.25,4.2,1.99,3.48,4.5,1.94,3.31,4.33,2.4,1.53,1.64,2.48,1.58,2.39,0,2023/2024
02/03/2024,Torino,Fiorentina,0,0,D,2.63,3.0,2.9,2.55,3.1,2.87,2.79,3.27,3.05,2.67,3.07,2.89,2.4,1.53,1.63,2.5,1.58,2.42,5,2023/2024
08/03/2024,Napoli,Torino,1,1,D,1.75,3.6,5.0,1.77,3.5,4.8,1.92,3.75,5.5,1.77,3.57,5.03,2.2,1.65,1.74,2.33,1.68,2.23,4,2023/2024
16/03/2024,Udinese,Torino,0,2,A,2.8,2.9,2.8,2.75,3.0,2.75,2.95,3.04,2.88,2.87,2.95,2.8,2.6,1.48,1.54,2.7,1.5,2.6,5,2023/2024
30/03/2024,Torino,Monza,1,0,H,1.83,3.4,4.75,1.85,3.4,4.5,1.93,3.63,5.0,1.85,3.46,4.66,2.3,1.6,1.69,2.37,1.63,2.3,5,2023/2024
06/04/2024,Empoli,Torino,3,2,H,3.5,3.2,2.25,3.5,3.1,2.25,3.7,3.32,2.32,3.51,3.14,2.27,2.5,1.5,1.59,2.62,1.54,2.5,5,2023/2024
13/04/2024,Torino,Juventus,0,0,D,3.75,3.0,2.2,3.7,3.1,2.15,3.92,3.19,2.25,3.75,3.06,2.21,2.63,1.5,1.53,2.72,1.5,2.59,5,2023/2024
21/04/2024,Torino,Frosinone,0,0,D,1.67,3.8,5.25,1.72,3.75,4.8,1.73,4.04,5.5,1.69,3.86,5.11,2.0,1.9,1.94,2.01,1.88,1.94,6,2023/2024
28/04/2024,Inter,Torino,2,0,H,1.53,3.8,7.0,1.5,4.2,6.75,1.58,4.3,7.5,1.53,4.07,6.8,2.0,1.8,1.87,2.12,1.81,2.03,6,2023/2024
03/05/2024,Torino,Bologna,0,0,D,2.88,2.8,2.88,2.85,2.9,2.75,2.94,3.05,2.91,2.85,2.95,2.84,2.75,1.44,1.5,2.83,1.47,2.69,4,2023/2024
12/05/2024,Verona,Torino,1,2,A,3.0,3.0,2.55,2.9,3.0,2.6,3.15,3.16,2.64,3.03,3.02,2.59,2.5,1.53,1.61,2.55,1.56,2.45,6,2023/2024
18/05/2024,Torino,Milan,3,1,H,2.8,3.2,2.6,2.8,3.2,2.55,2.88,3.35,2.72,2.81,3.25,2.63,2.1,1.73,1.79,2.2,1.73,2.14,5,2023/2024
26/05/2024,Atalanta,Torino,3,0,H,3.3,3.5,2.1,3.25,3.4,2.15,3.62,3.66,2.25,3.42,3.46,2.14,1.95,1.95,1.99,1.97,1.9,1.92,6,2023/2024
17/08/2024,Milan,Torino,2,2,D,1.62,3.8,5.75,1.68,3.75,5.0,1.68,4.19,5.9,1.64,3.97,5.51,1.95,1.95,1.98,1.99,1.91,1.92,5,2024/2025
25/08/2024,Torino,Atalanta,2,1,H,3.2,3.1,2.38,3.1,3.2,2.37,3.36,3.37,2.46,3.17,3.23,2.37,2.1,1.73,1.83,2.19,1.77,2.08,6,2024/2025
30/08/2024,Venezia,Torino,0,1,A,3.4,3.3,2.2,3.4,3.25,2.15,3.68,3.4,2.24,3.52,3.28,2.2,2.15,1.67,1.74,2.31,1.69,2.19,4,2024/2025
15/09/2024,Torino,Lecce,0,0,D,1.8,3.5,4.75,1.82,3.4,4.75,1.91,3.56,5.2,1.84,3.4,4.8,2.3,1.62,1.64,2.46,1.6,2.37,6,2024/2025
20/09/2024,Verona,Torino,2,3,A,2.7,3.0,2.8,2.75,2.95,2.8,3.0,3.11,2.92,2.8,3.01,2.84,2.63,1.5,1.56,2.66,1.52,2.57,4,2024/2025
29/09/2024,Torino,Lazio,2,3,A,2.9,3.1,2.55,2.85,3.2,2.55,2.98,3.4,2.65,2.9,3.21,2.58,2.2,1.67,1.74,2.35,1.68,2.22,6,2024/2025
05/10/2024,Inter,Torino,3,2,H,1.3,5.0,11.0,1.35,5.0,8.75,1.35,5.77,11.0,1.32,5.42,9.86,1.67,2.2,2.27,1.74,2.21,1.69,5,2024/2025
20/10/2024,Cagliari,Torino,3,2,H,2.8,3.1,2.7,2.75,3.25,2.6,2.89,3.33,2.73,2.8,3.19,2.66,2.1,1.73,1.79,2.19,1.74,2.12,6,2024/2025
25/10/2024,Torino,Como,1,0,H,2.63,3.0,2.9,2.6,3.0,2.87,2.8,3.15,3.02,2.7,3.03,2.93,2.2,1.67,1.71,2.33,1.67,2.25,4,2024/2025
31/10/2024,Roma,Torino,1,0,H,1.7,3.8,5.0,1.72,3.75,4.75,1.75,4.02,5.4,1.7,3.85,5.0,1.99,1.91,1.96,2.02,1.88,1.95,3,2024/2025
03/11/2024,Torino,Fiorentina,0,1,A,3.2,3.3,2.25,3.2,3.3,2.25,3.4,3.41,2.36,3.27,3.25,2.3,2.1,1.73,1.81,2.17,1.75,2.1,6,2024/2025
09/11/2024,Juventus,Torino,2,0,H,1.57,3.8,6.5,1.58,3.8,6.25,1.62,4.04,7.0,1.58,3.89,6.5,2.2,1.67,1.73,2.33,1.67,2.24,5,2024/2025
24/11/2024,Torino,Monza,1,1,D,2.0,3.0,4.33,2.0,3.1,4.2,2.13,3.19,4.51,2.06,3.03,4.3,2.75,1.44,1.5,2.85,1.46,2.71,6,2024/2025
01/12/2024,Torino,Napoli,0,1,A,5.0,3.4,1.8,4.75,3.3,1.83,5.5,3.64,1.84,4.91,3.45,1.8,2.3,1.62,1.66,2.45,1.61,2.34,6,2024/2025
07/12/2024,Genoa,Torino,0,0,D,2.5,3.1,3.0,2.45,3.1,3.1,2.55,3.13,3.26,2.49,3.07,3.13,2.5,1.53,1.6,2.51,1.56,2.45,5,2024/2025
13/12/2024,Empoli,Torino,0,1,A,2.7,2.88,3.0,2.7,2.8,3.0,2.8,3.01,3.17,2.7,2.86,3.06,3.0,1.4,1.46,3.04,1.41,2.86,4,2024/2025
21/12/2024,Torino,Bologna,0,2,A,3.3,2.9,2.45,3.2,2.87,2.5,3.46,3.03,2.53,3.32,2.9,2.48,2.63,1.5,1.52,2.8,1.49,2.61,5,2024/2025
29/12/2024,Udinese,Torino,2,2,D,2.25,3.1,3.5,2.2,3.1,3.5,2.28,3.31,3.65,2.23,3.12,3.52,2.5,1.53,1.59,2.58,1.54,2.47,6,2024/2025
05/01/2025,Torino,Parma,0,0,D,1.85,3.4,4.5,1.9,3.5,4.1,1.95,3.62,4.6,1.88,3.5,4.25,2.01,1.89,1.92,2.02,1.84,1.96,6,2024/2025
11/01/2025,Torino,Juventus,1,1,D,5.0,3.2,1.8,4.75,3.25,1.85,5.1,3.44,1.94,4.8,3.23,1.87,2.63,1.5,1.53,2.63,1.51,2.53,5,2024/2025
19/01/2025,Fiorentina,Torino,1,1,D,1.73,3.4,5.5,1.73,3.5,5.25,1.78,3.64,5.61,1.74,3.46,5.34,2.2,1.67,1.73,2.3,1.67,2.2,6,2024/2025
24/01/2025,Torino,Cagliari,2,0,H,2.2,3.2,3.6,2.25,3.1,3.4,2.34,3.25,3.73,2.25,3.13,3.53,2.3,1.62,1.69,2.37,1.63,2.29,4,2024/2025
01/02/2025,Atalanta,Torino,1,1,D,1.42,4.5,7.5,1.41,4.6,8.0,1.47,4.75,8.5,1.43,4.51,7.73,1.95,1.95,1.98,1.96,1.92,1.9,5,2024/2025
08/02/2025,Torino,Genoa,1,1,D,2.2,3.1,3.6,2.15,3.0,3.75,2.35,3.16,3.8,2.27,3.0,3.66,2.63,1.5,1.52,2.72,1.48,2.61,5,2024/2025
14/02/2025,Bologna,Torino,3,2,H,1.8,3.4,5.0,,,,1.84,3.47,5.6,1.8,3.37,5.25,2.5,1.53,1.6,2.58,1.55,2.49,4,2024/2025
22/02/2025,Torino,Milan,2,1,H,3.9,3.3,2.0,,,,4.1,3.62,2.06,3.86,3.39,2.03,2.1,1.73,1.81,2.19,1.75,2.11,5,2024/2025
02/03/2025,Monza,Torino,0,2,A,4.1,3.3,1.95,,,,4.4,3.52,2.02,4.06,3.33,1.98,2.3,1.62,1.67,2.43,1.62,2.33,6,2024/2025
08/03/2025,Parma,Torino,2,2,D,3.0,3.25,2.4,,,,3.19,3.31,2.48,3.07,3.23,2.43,2.1,1.73,1.8,2.18,1.74,2.12,5,2024/2025
15/03/2025,Torino,Empoli,1,0,H,1.8,3.3,5.0,,,,1.89,3.5,5.0,1.84,3.38,4.77,2.3,1.62,1.69,2.36,1.62,2.29,5,2024/2025
31/03/2025,Lazio,Torino,1,1,D,1.75,3.3,5.25,,,,1.82,3.75,5.5,1.76,3.56,4.94,2.08,1.82,1.85,2.11,1.8,2.02,0,2024/2025
06/04/2025,Torino,Verona,1,1,D,1.8,3.2,5.25,,,,1.87,3.5,5.35,1.81,3.35,4.96,2.38,1.57,1.65,2.44,1.59,2.35,6,2024/2025
13/04/2025,Como,Torino,1,0,H,1.91,3.5,4.1,,,,1.97,3.66,4.34,1.92,3.46,4.12,2.1,1.73,1.78,2.21,1.72,2.12,6,2024/2025
23/04/2025,Torino,Udinese,2,0,H,2.4,2.9,3.3,,,,2.52,3.13,3.49,2.42,3.01,3.26,2.5,1.53,1.6,2.56,1.54,2.47,2,2024/2025
27/04/2025,Napoli,Torino,2,0,H,1.42,4.33,8.0,,,,1.46,4.64,9.0,1.42,4.43,8.17,2.07,1.83,1.87,2.08,1.81,2.01,6,2024/2025
02/05/2025,Torino,Venezia,1,1,D,2.5,2.88,3.25,,,,2.56,3.04,3.4,2.48,2.96,3.28,2.32,1.53,1.62,2.51,1.57,2.42,4,2024/2025
11/05/2025,Torino,Inter,0,2,A,5.75,4.0,1.57,,,,6.5,4.33,1.61,5.93,4.1,1.56,1.99,1.91,1.93,2.01,1.87,1.95,6,2024/2025
